Comunidades y Ciudades Autónomas;Edad del trabajador;Sexo;Periodo;Total
Andalucía;De 25 a 34 años;Hombres;2012;18.590,66
Andalucía;De 25 a 34 años;Hombres;2011;18.903,23
Andalucía;De 25 a 34 años;Hombres;2010;19.574,29
Andalucía;De 25 a 34 años;Hombres;2009;19.180,92
Andalucía;De 25 a 34 años;Hombres;2008;19.097,13
Andalucía;De 35 a 44 años;Ambos sexos;2024;25.131,99
Andalucía;De 35 a 44 años;Ambos sexos;2023;23.837,31
Andalucía;De 35 a 44 años;Ambos sexos;2022;22.840,60
Andalucía;De 35 a 44 años;Ambos sexos;2021;21.963,74
Andalucía;De 35 a 44 años;Ambos sexos;2020;21.661,47
Andalucía;De 35 a 44 años;Ambos sexos;2019;21.634,39
Andalucía;De 35 a 44 años;Ambos sexos;2018;21.623,12
Andalucía;De 35 a 44 años;Ambos sexos;2017;20.720,14
Andalucía;De 35 a 44 años;Ambos sexos;2016;20.651,87
Andalucía;De 35 a 44 años;Ambos sexos;2015;21.004,85
Andalucía;De 35 a 44 años;Ambos sexos;2014;21.256,42
Andalucía;De 35 a 44 años;Ambos sexos;2013;20.980,48
Andalucía;De 35 a 44 años;Ambos sexos;2012;21.393,06
Andalucía;De 35 a 44 años;Ambos sexos;2011;21.693,11
Andalucía;De 35 a 44 años;Ambos sexos;2010;21.617,34
Andalucía;De 35 a 44 años;Ambos sexos;2009;21.468,02
Andalucía;De 35 a 44 años;Ambos sexos;2008;20.948,63
Andalucía;De 35 a 44 años;Mujeres;2024;22.859,92
Andalucía;De 35 a 44 años;Mujeres;2023;21.366,28
Andalucía;De 35 a 44 años;Mujeres;2022;20.724,10
Andalucía;De 35 a 44 años;Mujeres;2021;19.469,77
Andalucía;De 35 a 44 años;Mujeres;2020;18.941,71
Andalucía;De 35 a 44 años;Mujeres;2019;18.933,01
Andalucía;De 35 a 44 años;Mujeres;2018;18.962,17
Andalucía;De 35 a 44 años;Mujeres;2017;17.651,43
Andalucía;De 35 a 44 años;Mujeres;2016;18.000,85
Andalucía;De 35 a 44 años;Mujeres;2015;18.583,21
Andalucía;De 35 a 44 años;Mujeres;2014;18.514,53
Andalucía;De 35 a 44 años;Mujeres;2013;17.910,03
Andalucía;De 35 a 44 años;Mujeres;2012;18.432,60
Andalucía;De 35 a 44 años;Mujeres;2011;18.976,98
Andalucía;De 35 a 44 años;Mujeres;2010;19.401,93
Andalucía;De 35 a 44 años;Mujeres;2009;19.321,77
Andalucía;De 35 a 44 años;Mujeres;2008;18.362,56
Andalucía;De 35 a 44 años;Hombres;2024;27.221,04
Andalucía;De 35 a 44 años;Hombres;2023;26.000,43
Andalucía;De 35 a 44 años;Hombres;2022;24.959,05
Andalucía;De 35 a 44 años;Hombres;2021;24.123,61
Andalucía;De 35 a 44 años;Hombres;2020;24.148,10
Andalucía;De 35 a 44 años;Hombres;2019;24.278,30
Andalucía;De 35 a 44 años;Hombres;2018;24.243,78
Andalucía;De 35 a 44 años;Hombres;2017;23.640,31
Andalucía;De 35 a 44 años;Hombres;2016;22.986,90
Andalucía;De 35 a 44 años;Hombres;2015;23.108,34
Andalucía;De 35 a 44 años;Hombres;2014;23.661,96
Andalucía;De 35 a 44 años;Hombres;2013;23.732,35
Andalucía;De 35 a 44 años;Hombres;2012;23.907,53
Andalucía;De 35 a 44 años;Hombres;2011;23.867,78
Andalucía;De 35 a 44 años;Hombres;2010;23.309,14
Andalucía;De 35 a 44 años;Hombres;2009;23.168,84
Andalucía;De 35 a 44 años;Hombres;2008;22.740,23
Andalucía;De 45 a 54 años;Ambos sexos;2024;28.906,28
Andalucía;De 45 a 54 años;Ambos sexos;2023;28.000,81
Andalucía;De 45 a 54 años;Ambos sexos;2022;26.622,44
Andalucía;De 45 a 54 años;Ambos sexos;2021;25.423,10
Andalucía;De 45 a 54 años;Ambos sexos;2020;24.589,90
Andalucía;De 45 a 54 años;Ambos sexos;2019;24.337,25
Andalucía;De 45 a 54 años;Ambos sexos;2018;24.444,08
Andalucía;De 45 a 54 años;Ambos sexos;2017;23.983,48
Andalucía;De 45 a 54 años;Ambos sexos;2016;23.770,40
Andalucía;De 45 a 54 años;Ambos sexos;2015;23.954,65
Andalucía;De 45 a 54 años;Ambos sexos;2014;24.689,43
Andalucía;De 45 a 54 años;Ambos sexos;2013;23.307,16
Andalucía;De 45 a 54 años;Ambos sexos;2012;23.736,62
Andalucía;De 45 a 54 años;Ambos sexos;2011;25.184,46
Andalucía;De 45 a 54 años;Ambos sexos;2010;24.762,06
Andalucía;De 45 a 54 años;Ambos sexos;2009;25.029,79
Andalucía;De 45 a 54 años;Ambos sexos;2008;24.046,15
Andalucía;De 45 a 54 años;Mujeres;2024;25.609,71
Andalucía;De 45 a 54 años;Mujeres;2023;24.862,61
Andalucía;De 45 a 54 años;Mujeres;2022;23.879,33
Andalucía;De 45 a 54 años;Mujeres;2021;22.028,12
Andalucía;De 45 a 54 años;Mujeres;2020;21.442,45
Andalucía;De 45 a 54 años;Mujeres;2019;21.570,16
Andalucía;De 45 a 54 años;Mujeres;2018;21.022,76
Andalucía;De 45 a 54 años;Mujeres;2017;20.357,81
Andalucía;De 45 a 54 años;Mujeres;2016;19.806,96
Andalucía;De 45 a 54 años;Mujeres;2015;19.915,41
Andalucía;De 45 a 54 años;Mujeres;2014;20.400,07
Andalucía;De 45 a 54 años;Mujeres;2013;19.938,88
Andalucía;De 45 a 54 años;Mujeres;2012;20.190,68
Andalucía;De 45 a 54 años;Mujeres;2011;21.732,32
Andalucía;De 45 a 54 años;Mujeres;2010;21.094,18
Andalucía;De 45 a 54 años;Mujeres;2009;21.790,52
Andalucía;De 45 a 54 años;Mujeres;2008;20.772,37
Andalucía;De 45 a 54 años;Hombres;2024;31.875,04
Andalucía;De 45 a 54 años;Hombres;2023;30.704,19
Andalucía;De 45 a 54 años;Hombres;2022;28.785,99
Andalucía;De 45 a 54 años;Hombres;2021;28.217,42
Andalucía;De 45 a 54 años;Hombres;2020;27.081,25
Andalucía;De 45 a 54 años;Hombres;2019;26.630,49
Andalucía;De 45 a 54 años;Hombres;2018;27.414,75
Andalucía;De 45 a 54 años;Hombres;2017;27.172,67
Andalucía;De 45 a 54 años;Hombres;2016;27.278,07
Andalucía;De 45 a 54 años;Hombres;2015;27.700,63
Andalucía;De 45 a 54 años;Hombres;2014;27.779,72
Andalucía;De 45 a 54 años;Hombres;2013;26.139,32
Andalucía;De 45 a 54 años;Hombres;2012;26.517,65
Andalucía;De 45 a 54 años;Hombres;2011;27.688,86
Andalucía;De 45 a 54 años;Hombres;2010;27.340,45
Andalucía;De 45 a 54 años;Hombres;2009;27.325,95
Andalucía;De 45 a 54 años;Hombres;2008;26.032,08
Andalucía;55 y más años;Ambos sexos;2024;30.485,37
Andalucía;55 y más años;Ambos sexos;2023;29.605,01
Andalucía;55 y más años;Ambos sexos;2022;28.772,52
Andalucía;55 y más años;Ambos sexos;2021;27.410,16
Andalucía;55 y más años;Ambos sexos;2020;27.001,63
Andalucía;55 y más años;Ambos sexos;2019;27.297,20
Andalucía;55 y más años;Ambos sexos;2018;27.473,06
Andalucía;55 y más años;Ambos sexos;2017;25.807,98
Andalucía;55 y más años;Ambos sexos;2016;26.204,94
Andalucía;55 y más años;Ambos sexos;2015;26.707,28
Andalucía;55 y más años;Ambos sexos;2014;24.780,30
Andalucía;55 y más años;Ambos sexos;2013;26.521,85
Andalucía;55 y más años;Ambos sexos;2012;25.331,30
Andalucía;55 y más años;Ambos sexos;2011;27.154,13
Andalucía;55 y más años;Ambos sexos;2010;27.066,19
Andalucía;55 y más años;Ambos sexos;2009;24.552,80
Andalucía;55 y más años;Ambos sexos;2008;23.453,56
Andalucía;55 y más años;Mujeres;2024;28.341,04
Andalucía;55 y más años;Mujeres;2023;27.592,47
Andalucía;55 y más años;Mujeres;2022;25.905,20
Andalucía;55 y más años;Mujeres;2021;24.887,27
Andalucía;55 y más años;Mujeres;2020;23.932,81
Andalucía;55 y más años;Mujeres;2019;23.937,50
Andalucía;55 y más años;Mujeres;2018;22.651,57
Andalucía;55 y más años;Mujeres;2017;22.426,92
Andalucía;55 y más años;Mujeres;2016;22.412,66
Andalucía;55 y más años;Mujeres;2015;23.031,25
Andalucía;55 y más años;Mujeres;2014;19.977,15
Andalucía;55 y más años;Mujeres;2013;22.808,21
Andalucía;55 y más años;Mujeres;2012;22.016,05
Andalucía;55 y más años;Mujeres;2011;24.581,44
Andalucía;55 y más años;Mujeres;2010;22.895,32
Andalucía;55 y más años;Mujeres;2009;22.537,84
Andalucía;55 y más años;Mujeres;2008;20.024,06
Andalucía;55 y más años;Hombres;2024;32.302,52
Andalucía;55 y más años;Hombres;2023;31.191
Andalucía;55 y más años;Hombres;2022;31.170,39
Andalucía;55 y más años;Hombres;2021;29.344,47
Andalucía;55 y más años;Hombres;2020;29.513,55
Andalucía;55 y más años;Hombres;2019;30.212,41
Andalucía;55 y más años;Hombres;2018;31.167,99
Andalucía;55 y más años;Hombres;2017;28.379,20
Andalucía;55 y más años;Hombres;2016;29.262,80
Andalucía;55 y más años;Hombres;2015;29.775,09
Andalucía;55 y más años;Hombres;2014;27.341,89
Andalucía;55 y más años;Hombres;2013;29.133,79
Andalucía;55 y más años;Hombres;2012;27.342,98
Andalucía;55 y más años;Hombres;2011;28.568,13
Andalucía;55 y más años;Hombres;2010;29.456,21
Andalucía;55 y más años;Hombres;2009;25.643,13
Andalucía;55 y más años;Hombres;2008;24.924,70
Aragón;Todas las edades;Ambos sexos;2024;28.061,94
Aragón;Todas las edades;Ambos sexos;2023;26.822,32
Aragón;Todas las edades;Ambos sexos;2022;26.012,71
Aragón;Todas las edades;Ambos sexos;2021;25.011,55
Aragón;Todas las edades;Ambos sexos;2020;24.113,57
Aragón;Todas las edades;Ambos sexos;2019;23.565,09
Aragón;Todas las edades;Ambos sexos;2018;23.531,83
Aragón;Todas las edades;Ambos sexos;2017;23.039,94
Aragón;Todas las edades;Ambos sexos;2016;22.248,76
Aragón;Todas las edades;Ambos sexos;2015;22.327,18
Aragón;Todas las edades;Ambos sexos;2014;22.095,79
Aragón;Todas las edades;Ambos sexos;2013;22.054,85
Aragón;Todas las edades;Ambos sexos;2012;22.103,79
Aragón;Todas las edades;Ambos sexos;2011;22.333,53
Aragón;Todas las edades;Ambos sexos;2010;22.316,69
Aragón;Todas las edades;Ambos sexos;2009;22.133,77
Aragón;Todas las edades;Ambos sexos;2008;21.594,47
Aragón;Todas las edades;Mujeres;2024;24.796,94
Aragón;Todas las edades;Mujeres;2023;23.925,28
Aragón;Todas las edades;Mujeres;2022;23.138,72
Aragón;Todas las edades;Mujeres;2021;22.283,81
Aragón;Todas las edades;Mujeres;2020;21.365,11
Aragón;Todas las edades;Mujeres;2019;20.360,25
Aragón;Todas las edades;Mujeres;2018;20.074,25
Aragón;Todas las edades;Mujeres;2017;19.677,22
Aragón;Todas las edades;Mujeres;2016;18.766,21
Aragón;Todas las edades;Mujeres;2015;18.950,17
Aragón;Todas las edades;Mujeres;2014;18.764,63
Aragón;Todas las edades;Mujeres;2013;18.701,61
Aragón;Todas las edades;Mujeres;2012;18.042,28
Aragón;Todas las edades;Mujeres;2011;18.831,38
Aragón;Todas las edades;Mujeres;2010;18.843,25
Aragón;Todas las edades;Mujeres;2009;18.861,82
Aragón;Todas las edades;Mujeres;2008;17.843,46
Aragón;Todas las edades;Hombres;2024;31.123,18
Aragón;Todas las edades;Hombres;2023;29.589,45
Aragón;Todas las edades;Hombres;2022;28.789,96
Aragón;Todas las edades;Hombres;2021;27.389,18
Aragón;Todas las edades;Hombres;2020;26.505,70
Aragón;Todas las edades;Hombres;2019;26.404,73
Aragón;Todas las edades;Hombres;2018;26.640,59
Aragón;Todas las edades;Hombres;2017;25.878,46
Aragón;Todas las edades;Hombres;2016;25.326,91
Aragón;Todas las edades;Hombres;2015;25.555,56
Aragón;Todas las edades;Hombres;2014;25.118,61
Aragón;Todas las edades;Hombres;2013;25.128,91
Aragón;Todas las edades;Hombres;2012;25.766,27
Aragón;Todas las edades;Hombres;2011;25.258,68
Aragón;Todas las edades;Hombres;2010;25.263,29
Aragón;Todas las edades;Hombres;2009;24.787,81
Aragón;Todas las edades;Hombres;2008;24.272,36
Aragón;Menos de 25 años;Ambos sexos;2024;-14.547,95
Aragón;Menos de 25 años;Ambos sexos;2023;-15.107,68
Aragón;Menos de 25 años;Ambos sexos;2022;-14.987,01
Aragón;Menos de 25 años;Ambos sexos;2021;-13.898,33
Aragón;Menos de 25 años;Ambos sexos;2020;-12.417,20
Aragón;Menos de 25 años;Ambos sexos;2019;-11.076,05
Aragón;Menos de 25 años;Ambos sexos;2018;-12.596,76
Aragón;Menos de 25 años;Ambos sexos;2017;-11.904,29
Aragón;Menos de 25 años;Ambos sexos;2016;-10.344,09
Aragón;Menos de 25 años;Ambos sexos;2015;-11.816,64
Aragón;Menos de 25 años;Ambos sexos;2014;-11.416,78
Aragón;Menos de 25 años;Ambos sexos;2013;-10.719,27
Aragón;Menos de 25 años;Ambos sexos;2012;-11.156,57
Aragón;Menos de 25 años;Ambos sexos;2011;-11.879,36
Aragón;Menos de 25 años;Ambos sexos;2010;-13.583,90
Aragón;Menos de 25 años;Ambos sexos;2009;-13.143,91
Aragón;Menos de 25 años;Ambos sexos;2008;13.923,12
Aragón;Menos de 25 años;Mujeres;2024;-12.057,84
Aragón;Menos de 25 años;Mujeres;2023;-13.170,04
Aragón;Menos de 25 años;Mujeres;2022;-13.305,20
Aragón;Menos de 25 años;Mujeres;2021;..
Aragón;Menos de 25 años;Mujeres;2020;..
Aragón;Menos de 25 años;Mujeres;2019;..
Aragón;Menos de 25 años;Mujeres;2018;-9.739,92
Aragón;Menos de 25 años;Mujeres;2017;..
Aragón;Menos de 25 años;Mujeres;2016;..
Aragón;Menos de 25 años;Mujeres;2015;..
Aragón;Menos de 25 años;Mujeres;2014;-10.466,74
Aragón;Menos de 25 años;Mujeres;2013;..
Aragón;Menos de 25 años;Mujeres;2012;..
Aragón;Menos de 25 años;Mujeres;2011;-9.869,74
Aragón;Menos de 25 años;Mujeres;2010;-12.044,62
Aragón;Menos de 25 años;Mujeres;2009;-11.550,18
Aragón;Menos de 25 años;Mujeres;2008;-12.185,62
Aragón;Menos de 25 años;Hombres;2024;-16.700,86
Aragón;Menos de 25 años;Hombres;2023;-16.702,15
Aragón;Menos de 25 años;Hombres;2022;-16.855,85
Aragón;Menos de 25 años;Hombres;2021;-14.022,70
Aragón;Menos de 25 años;Hombres;2020;-13.465,89
Aragón;Menos de 25 años;Hombres;2019;-12.037,13
Aragón;Menos de 25 años;Hombres;2018;-15.141,79
Aragón;Menos de 25 años;Hombres;2017;-13.370,82
Aragón;Menos de 25 años;Hombres;2016;..
Aragón;Menos de 25 años;Hombres;2015;-13.473,73
Aragón;Menos de 25 años;Hombres;2014;-12.437,44
Aragón;Menos de 25 años;Hombres;2013;-12.047,20
Aragón;Menos de 25 años;Hombres;2012;-13.683,92
Aragón;Menos de 25 años;Hombres;2011;-13.122,93
Aragón;Menos de 25 años;Hombres;2010;-15.317,69
Aragón;Menos de 25 años;Hombres;2009;-14.361,32
Aragón;Menos de 25 años;Hombres;2008;-15.321,05
Aragón;De 25 a 34 años;Ambos sexos;2024;23.502,30
Aragón;De 25 a 34 años;Ambos sexos;2023;21.623,90
Aragón;De 25 a 34 años;Ambos sexos;2022;21.580,16
Aragón;De 25 a 34 años;Ambos sexos;2021;19.605,12
Aragón;De 25 a 34 años;Ambos sexos;2020;18.919,42
Aragón;De 25 a 34 años;Ambos sexos;2019;19.006,76
Aragón;De 25 a 34 años;Ambos sexos;2018;19.306,31
Aragón;De 25 a 34 años;Ambos sexos;2017;18.262,59
Aragón;De 25 a 34 años;Ambos sexos;2016;17.278,07
Aragón;De 25 a 34 años;Ambos sexos;2015;17.607,52
Aragón;De 25 a 34 años;Ambos sexos;2014;18.869,59
Aragón;De 25 a 34 años;Ambos sexos;2013;17.444,21
Aragón;De 25 a 34 años;Ambos sexos;2012;17.924,69
Aragón;De 25 a 34 años;Ambos sexos;2011;19.458,75
Aragón;De 25 a 34 años;Ambos sexos;2010;19.439,64
Aragón;De 25 a 34 años;Ambos sexos;2009;19.776,20
Aragón;De 25 a 34 años;Ambos sexos;2008;19.579,68
Aragón;De 25 a 34 años;Mujeres;2024;21.789,86
Aragón;De 25 a 34 años;Mujeres;2023;19.945,28
Aragón;De 25 a 34 años;Mujeres;2022;19.812,10
Aragón;De 25 a 34 años;Mujeres;2021;17.740,47
Aragón;De 25 a 34 años;Mujeres;2020;16.950,55
Aragón;De 25 a 34 años;Mujeres;2019;17.204,38
Aragón;De 25 a 34 años;Mujeres;2018;17.556,22
Aragón;De 25 a 34 años;Mujeres;2017;16.963,09
Aragón;De 25 a 34 años;Mujeres;2016;15.304,09
Aragón;De 25 a 34 años;Mujeres;2015;15.630,45
Aragón;De 25 a 34 años;Mujeres;2014;17.036,73
Aragón;De 25 a 34 años;Mujeres;2013;15.197,88
Aragón;De 25 a 34 años;Mujeres;2012;15.457,95
Aragón;De 25 a 34 años;Mujeres;2011;17.414,34
Aragón;De 25 a 34 años;Mujeres;2010;18.001,02
Aragón;De 25 a 34 años;Mujeres;2009;17.664,63
Aragón;De 25 a 34 años;Mujeres;2008;17.004,70
Aragón;De 25 a 34 años;Hombres;2024;24.911,95
Aragón;De 25 a 34 años;Hombres;2023;23.153,67
Aragón;De 25 a 34 años;Hombres;2022;23.114,14
Aragón;De 25 a 34 años;Hombres;2021;21.296,45
Aragón;De 25 a 34 años;Hombres;2020;20.661,45
Aragón;De 25 a 34 años;Hombres;2019;20.855,99
Aragón;De 25 a 34 años;Hombres;2018;20.901,96
Aragón;De 25 a 34 años;Hombres;2017;19.311
Aragón;De 25 a 34 años;Hombres;2016;19.000,13
Aragón;De 25 a 34 años;Hombres;2015;19.780,47
Aragón;De 25 a 34 años;Hombres;2014;20.795,31
Aragón;De 25 a 34 años;Hombres;2013;19.601,46
Aragón;De 25 a 34 años;Hombres;2012;20.655,24
Aragón;De 25 a 34 años;Hombres;2011;21.398,67
Aragón;De 25 a 34 años;Hombres;2010;20.775,24
Aragón;De 25 a 34 años;Hombres;2009;21.873,02
Aragón;De 25 a 34 años;Hombres;2008;21.948,10
Aragón;De 35 a 44 años;Ambos sexos;2024;28.597,98
Aragón;De 35 a 44 años;Ambos sexos;2023;26.359,32
Aragón;De 35 a 44 años;Ambos sexos;2022;25.753,03
Aragón;De 35 a 44 años;Ambos sexos;2021;25.193,77
Aragón;De 35 a 44 años;Ambos sexos;2020;24.621,99
Aragón;De 35 a 44 años;Ambos sexos;2019;24.333,35
Aragón;De 35 a 44 años;Ambos sexos;2018;23.440,62
Aragón;De 35 a 44 años;Ambos sexos;2017;23.421,15
Aragón;De 35 a 44 años;Ambos sexos;2016;22.639,27
Aragón;De 35 a 44 años;Ambos sexos;2015;22.203,58
Aragón;De 35 a 44 años;Ambos sexos;2014;22.533,80
Aragón;De 35 a 44 años;Ambos sexos;2013;22.461,45
Aragón;De 35 a 44 años;Ambos sexos;2012;22.902,95
Aragón;De 35 a 44 años;Ambos sexos;2011;22.803,86
Aragón;De 35 a 44 años;Ambos sexos;2010;22.415,45
Aragón;De 35 a 44 años;Ambos sexos;2009;22.536,63
Aragón;De 35 a 44 años;Ambos sexos;2008;22.044,01
Aragón;De 35 a 44 años;Mujeres;2024;24.843,08
Aragón;De 35 a 44 años;Mujeres;2023;23.342,55
Aragón;De 35 a 44 años;Mujeres;2022;22.754,28
Aragón;De 35 a 44 años;Mujeres;2021;22.224,84
Aragón;De 35 a 44 años;Mujeres;2020;21.949,04
Aragón;De 35 a 44 años;Mujeres;2019;21.600,36
Aragón;De 35 a 44 años;Mujeres;2018;19.859,88
Aragón;De 35 a 44 años;Mujeres;2017;20.229,49
Aragón;De 35 a 44 años;Mujeres;2016;19.137,60
Aragón;De 35 a 44 años;Mujeres;2015;19.044,15
Aragón;De 35 a 44 años;Mujeres;2014;19.331,33
Aragón;De 35 a 44 años;Mujeres;2013;18.840,13
Aragón;De 35 a 44 años;Mujeres;2012;19.075,27
Aragón;De 35 a 44 años;Mujeres;2011;19.453,08
Aragón;De 35 a 44 años;Mujeres;2010;18.762,13
Aragón;De 35 a 44 años;Mujeres;2009;19.353,93
Aragón;De 35 a 44 años;Mujeres;2008;18.556,23
Aragón;De 35 a 44 años;Hombres;2024;31.941,62
Aragón;De 35 a 44 años;Hombres;2023;29.167,92
Aragón;De 35 a 44 años;Hombres;2022;28.646,81
Aragón;De 35 a 44 años;Hombres;2021;27.767,97
Aragón;De 35 a 44 años;Hombres;2020;27.061,99
Aragón;De 35 a 44 años;Hombres;2019;26.766,85
Aragón;De 35 a 44 años;Hombres;2018;26.567,78
Aragón;De 35 a 44 años;Hombres;2017;26.185,16
Aragón;De 35 a 44 años;Hombres;2016;25.949,13
Aragón;De 35 a 44 años;Hombres;2015;25.374,85
Aragón;De 35 a 44 años;Hombres;2014;25.330,88
Aragón;De 35 a 44 años;Hombres;2013;25.978,13
Aragón;De 35 a 44 años;Hombres;2012;26.367,20
Aragón;De 35 a 44 años;Hombres;2011;25.840,25
Aragón;De 35 a 44 años;Hombres;2010;25.694,69
Aragón;De 35 a 44 años;Hombres;2009;25.047,73
Aragón;De 35 a 44 años;Hombres;2008;24.361,48
Aragón;De 45 a 54 años;Ambos sexos;2024;30.272,18
Aragón;De 45 a 54 años;Ambos sexos;2023;29.160,28
Aragón;De 45 a 54 años;Ambos sexos;2022;28.473,89
Aragón;De 45 a 54 años;Ambos sexos;2021;26.732,61
Aragón;De 45 a 54 años;Ambos sexos;2020;26.123,06
Aragón;De 45 a 54 años;Ambos sexos;2019;25.677,53
Aragón;De 45 a 54 años;Ambos sexos;2018;25.022,93
Aragón;De 45 a 54 años;Ambos sexos;2017;25.198,19
Aragón;De 45 a 54 años;Ambos sexos;2016;24.474,72
Aragón;De 45 a 54 años;Ambos sexos;2015;24.288,67
Aragón;De 45 a 54 años;Ambos sexos;2014;24.308,70
Aragón;De 45 a 54 años;Ambos sexos;2013;24.693,66
Aragón;De 45 a 54 años;Ambos sexos;2012;24.250,05
Aragón;De 45 a 54 años;Ambos sexos;2011;25.622,57
Aragón;De 45 a 54 años;Ambos sexos;2010;25.827,47
